"dates","y*(t)","y*(t-1)","y*(t-2)","g(t-1)"
2011-01-01,1475.77112132477,1475.29457007022,1475.08706954631,0.285980803212777
2011-04-01,1475.73039447632,1475.77112132477,1475.29457007022,0.283997520896843
2011-07-01,1475.93619980824,1475.73039447632,1475.77112132477,0.282206008105029
2011-10-01,1475.89829285029,1475.93619980824,1475.73039447632,0.280881581568868
2012-01-01,1476.04911960124,1475.89829285029,1475.93619980824,0.279824873590916
2012-04-01,1476.13205183153,1476.04911960124,1475.89829285029,0.2790859744995
2012-07-01,1476.40240995599,1476.13205183153,1476.04911960124,0.278440150565751
2012-10-01,1476.3947173572,1476.40240995599,1476.13205183153,0.278221891549461
2013-01-01,1476.29290297458,1476.3947173572,1476.40240995599,0.278587475263478
2013-04-01,1476.8113039382,1476.29290297458,1476.3947173572,0.278716699053566
2013-07-01,1477.05096076178,1476.8113039382,1476.29290297458,0.278865942853412
2013-10-01,1477.20523346804,1477.05096076178,1476.8113039382,0.279212561794789
2014-01-01,1477.51825729485,1477.20523346804,1477.05096076178,0.279564557583801
2014-04-01,1477.60998936419,1477.51825729485,1477.20523346804,0.280180353873992
2014-07-01,1477.90542113607,1477.60998936419,1477.51825729485,0.280826022663236
2014-10-01,1478.12950703402,1477.90542113607,1477.60998936419,0.281548579917921
2015-01-01,1478.58790415671,1478.12950703402,1477.90542113607,0.282058626411373
2015-04-01,1478.80838887597,1478.58790415671,1478.12950703402,0.282634669866008
2015-07-01,1479.0898423119,1478.80838887597,1478.58790415671,0.283246896594923
2015-10-01,1479.35749218695,1479.0898423119,1478.80838887597,0.283896708303302
2016-01-01,1479.77033505661,1479.35749218695,1479.0898423119,0.284398204491538
2016-04-01,1479.91351603631,1479.77033505661,1479.35749218695,0.285076109487845
2016-07-01,1480.1556381998,1479.91351603631,1479.77033505661,0.285837103720881
2016-10-01,1480.60235625288,1480.1556381998,1479.91351603631,0.286379137076634
2017-01-01,1480.93402127488,1480.60235625288,1480.1556381998,0.286813399636572
2017-04-01,1481.28172520062,1480.93402127488,1480.60235625288,0.287141467602163
2017-07-01,1481.68327186578,1481.28172520062,1480.93402127488,0.287288589199084
2017-10-01,1482.17449154751,1481.68327186578,1481.28172520062,0.287142484677451
2018-01-01,1482.33005678512,1482.17449154751,1481.68327186578,0.287141855022107
2018-04-01,1482.64315352989,1482.33005678512,1482.17449154751,0.287143607714954
2018-07-01,1482.83980194762,1482.64315352989,1482.33005678512,0.287260926969875
2018-10-01,1483.18234917441,1482.83980194762,1482.64315352989,0.287314303168412
2019-01-01,1483.60096870762,1483.18234917441,1482.83980194762,0.287176643639204
2019-04-01,1483.78817291393,1483.60096870762,1483.18234917441,0.287146463067696
2019-07-01,1484.14666229322,1483.78817291393,1483.60096870762,0.287045981358525
2019-10-01,1484.36226684829,1484.14666229322,1483.78817291393,0.287029559489184
